original_release_year,example_no,igdb_id,name,game_type,genres,themes,game_modes,platforms,thematic_fit_score,visibility_count_score,broad_candidate_for_archetype_annotation
1997,15,1622,Mortal Kombat 4,Main Game,Fighting,Action,Co-operative | Multiplayer | Single player,Arcade | Dreamcast | Nintendo 64 | PC (Microsoft Windows) | PlayStation,5.5,624.0,True
1998,1,231,Half-Life,Main Game,Adventure | Puzzle | Shooter,Action | Horror | Science fiction | Thriller | Warfare,Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows),5.5,8575.0,True
1998,2,1029,The Legend of Zelda: Ocarina of Time,Main Game,Adventure | Puzzle,Action | Fantasy | Open world | Sandbox,Single player,64DD | Nintendo 64 | Wii | Wii U,5.5,6336.0,True
1998,3,375,Metal Gear Solid,Main Game,Adventure | Shooter | Tactical,Action | Science fiction | Stealth | Survival,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,5041.0,True
1998,4,230,StarCraft,Main Game,Real Time Strategy (RTS) | Strategy,Science fiction | Warfare,Multiplayer | Single player,Mac | PC (Microsoft Windows),2.0,3693.0,True
1998,5,14,Fallout 2,Main Game,Puzzle | Role-playing (RPG),Comedy | Open world | Science fiction | Stealth | Survival,Single player,Mac | PC (Microsoft Windows),5.5,2646.0,True
1998,6,880,Resident Evil 2,Main Game,Adventure | Puzzle | Shooter,Action | Horror | Science fiction | Survival,Single player,Dreamcast | Nintendo GameCube | PC (Microsoft Windows) | PlayStation | PlayStation 3 | PlayStation Portable,5.5,1751.0,True
1998,7,1187,Crash Bandicoot: Warped,Main Game,Adventure | Platform,Action | Fantasy | Historical | Science fiction,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,1683.0,True
1998,8,181,Grim Fandango,Main Game,Adventure | Point-and-click | Puzzle,Comedy,Single player,PC (Microsoft Windows),5.5,1161.0,True
1998,9,2148,Banjo-Kazooie,Main Game,Adventure | Platform | Quiz/Trivia,Action | Comedy | Fantasy,Single player,Nintendo 64,4.0,1092.0,True
1998,10,1576,Spyro the Dragon,Main Game,Adventure | Platform,Action,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,1074.0,True
1998,11,5,Baldur's Gate,Main Game,Role-playing (RPG),Fantasy | Open world,Co-operative | Single player,Linux | Mac | PC (Microsoft Windows) | iOS,5.5,1041.0,True
1998,12,92,Need for Speed III: Hot Pursuit,Main Game,Racing,Action,Multiplayer | Single player,PC (Microsoft Windows) | PlayStation,2.0,810.0,True
1998,13,879,Commandos: Behind Enemy Lines,Main Game,Puzzle | Strategy | Tactical,Action | Historical | Stealth | Warfare,Co-operative | Multiplayer | Single player,PC (Microsoft Windows),4.0,666.0,True
1998,14,7860,Sonic Adventure,Main Game,Adventure | Platform,Action | Fantasy | Kids | Science fiction,Single player,Dreamcast,5.5,630.0,True
1998,15,1157,Tomb Raider III: Adventures of Lara Croft,Main Game,Adventure | Puzzle | Shooter,Action,Single player,Mac | PC (Microsoft Windows) | PlayStation | PlayStation 3 | PlayStation Portable,5.5,555.0,True
1999,1,327,Age of Empires II: The Age of Kings,Main Game,Real Time Strategy (RTS) | Strategy,Historical | Warfare,Multiplayer | Single player,Dreamcast | Mac | PC (Microsoft Windows) | PlayStation 2,2.0,3048.0,True
1999,2,364,Heroes of Might and Magic III: The Restoration of Erathia,Main Game,Role-playing (RPG) | Strategy | Turn-based strategy (TBS),Fantasy,Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows),4.0,2140.0,True
1999,3,480,Silent Hill,Main Game,Adventure | Puzzle,Action | Horror | Survival,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,1723.0,True
1999,4,819,Grand Theft Auto 2,Main Game,Racing | Shooter,Action | Open world,Multiplayer | Single player,Dreamcast | PC (Microsoft Windows),4.0,1627.0,True
1999,5,425,Final Fantasy VIII,Main Game,Adventure | Card & Board Game | Role-playing (RPG),Fantasy | Open world | Science fiction,Single player,PlayStation | PlayStation 3 | PlayStation Portable,4.0,1549.0,True
1999,6,1626,Super Smash Bros.,Main Game,Fighting | Platform,Action | Party,Co-operative | Multiplayer | Single player | Split screen,Nintendo 64 | Wii,5.5,1408.0,True
1999,7,966,Resident Evil 3: Nemesis,Main Game,Adventure | Shooter,Action | Horror | Survival,Single player,Dreamcast | Nintendo GameCube | PC (Microsoft Windows) | PlayStation | PlayStation 3 | PlayStation Portable,5.5,1344.0,True
1999,8,1192,Crash Team Racing,Main Game,Racing,Action | Comedy | Fantasy | Science fiction,Multiplayer | Single player | Split screen,PlayStation | PlayStation 3 | PlayStation Portable,2.0,1317.0,True
1999,9,1513,Pokémon Silver Version,Main Game,Adventure | Role-playing (RPG) | Turn-based strategy (TBS),Action | Fantasy | Kids,Multiplayer | Single player,Game Boy Color | Nintendo 3DS,4.0,1268.0,True
1999,10,355,Quake III Arena,Main Game,Shooter,Action | Science fiction,Multiplayer | Single player,Dreamcast | Linux | Mac | PC (Microsoft Windows) | PlayStation 2 | Xbox 360,5.5,1254.0,True
1999,11,832,Planescape: Torment,Main Game,Puzzle | Role-playing (RPG) | Strategy,Drama | Fantasy | Open world,Single player,Linux | Mac | PC (Microsoft Windows) | iOS,4.0,1246.0,True
1999,12,1558,Pokémon Gold Version,Main Game,Adventure | Role-playing (RPG) | Turn-based strategy (TBS),Action | Fantasy | Kids,Multiplayer | Single player,Game Boy Color | Nintendo 3DS,4.0,1190.0,True
1999,13,22,System Shock 2,Main Game,Role-playing (RPG) | Shooter,Action | Horror | Science fiction | Stealth | Survival,Co-operative | Single player,Linux | Mac | PC (Microsoft Windows),5.5,1140.0,True
1999,14,948,Worms Armageddon,Main Game,Platform | Shooter | Strategy,Action | Comedy | Party | Warfare,Co-operative | Multiplayer | Single player,Dreamcast | Nintendo 64 | PC (Microsoft Windows) | PlayStation | PlayStation 3 | PlayStation 4 | PlayStation 5 | PlayStation Portable,4.0,1086.0,True
1999,15,2289,Pokémon Stadium,Main Game,Role-playing (RPG) | Turn-based strategy (TBS),Action | Kids | Party,Multiplayer | Single player | Split screen,Nintendo 64,4.0,867.0,True
2000,1,126,Diablo II,Main Game,Hack and slash/Beat 'em up | Role-playing (RPG),Action | Fantasy,Co-operative | Multiplayer | Single player,Mac | PC (Microsoft Windows),5.5,4682.0,True
2000,2,421,Final Fantasy IX,Main Game,Adventure | Role-playing (RPG),Drama | Fantasy | Open world,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,2844.0,True
2000,3,1030,The Legend of Zelda: Majora's Mask,Main Game,Adventure | Puzzle,Action | Fantasy | Horror | Open world,Single player,64DD | Nintendo 64 | Wii | Wii U,5.5,2592.0,True
2000,4,41,Deus Ex,Main Game,Adventure | Role-playing (RPG) | Shooter,Action | Mystery | Science fiction | Stealth | Thriller,Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows),5.5,2498.0,True
2000,5,241,Counter-Strike,Main Game,Shooter,Action | Warfare,Multiplayer,Linux | Mac | PC (Microsoft Windows),4.5,2267.0,True
2000,6,6,Baldur's Gate II: Shadows of Amn,Main Game,Role-playing (RPG),Fantasy,Co-operative | Single player,Linux | Mac | PC (Microsoft Windows),5.5,1639.0,True
2000,7,223,The Sims,Main Game,Simulator,Comedy | Fantasy | Romance | Sandbox,Single player,Linux | Mac | PC (Microsoft Windows),2.0,1546.0,True
2000,8,245,Command & Conquer: Red Alert 2,Main Game,Real Time Strategy (RTS) | Strategy,Fantasy | Historical | Science fiction,Multiplayer | Single player,PC (Microsoft Windows),2.0,1282.0,True
2000,9,913,Tony Hawk's Pro Skater 2,Main Game,Sport,Action,Multiplayer | Single player | Split screen,Dreamcast | Mac | PC (Microsoft Windows) | PlayStation | iOS,2.0,1246.0,True
2000,10,1050,Hitman: Codename 47,Main Game,Adventure | Shooter | Tactical,Action | Stealth,Single player,PC (Microsoft Windows),5.5,926.0,True
2000,11,3603,Spider-Man,Main Game,Adventure | Hack and slash/Beat 'em up,Action,Single player,Dreamcast | Mac | Nintendo 64 | PC (Microsoft Windows) | PlayStation,5.5,901.0,True
2000,12,3340,Paper Mario,Main Game,Adventure | Role-playing (RPG),Action | Comedy | Fantasy,Single player,Nintendo 64 | Wii | Wii U,5.5,820.0,True
2000,13,94,Need for Speed: Porsche Unleashed,Main Game,Racing | Simulator,Action,Multiplayer | Single player,PC (Microsoft Windows) | PlayStation,2.0,696.0,True
2000,14,1578,Spyro: Year of the Dragon,Main Game,Adventure | Platform | Puzzle,Action | Comedy,Single player,PlayStation | PlayStation 3 | PlayStation Portable,5.5,643.0,True
2000,15,1408,Metal Slug 3,Main Game,Arcade | Platform | Shooter,Action | Comedy | Science fiction,Co-operative | Multiplayer | Single player,Arcade | Neo Geo AES | Neo Geo MVS | Web browser | Wii | Xbox 360 | Xbox One,5.5,600.0,True
2001,1,18,Max Payne,Main Game,Shooter,Action | Thriller,Single player,Android | Mac | PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | PlayStation 4 | Xbox | Xbox 360 | Xbox One | iOS,5.5,5255.0,True
2001,2,730,Grand Theft Auto III,Main Game,Adventure | Racing | Shooter | Simulator,Action | Open world | Sandbox,Single player,Android | Mac | PC (Microsoft Windows) | PlayStation 2 | PlayStation 4 | Xbox | iOS,4.0,4772.0,True
2001,3,481,Silent Hill 2,Main Game,Adventure | Puzzle,Drama | Horror | Mystery | Survival,Single player,PlayStation 2,5.5,3538.0,True
2001,4,1627,Super Smash Bros. Melee,Main Game,Fighting | Platform,Action,Co-operative | Multiplayer | Single player,Nintendo GameCube,5.5,3247.0,True
2001,5,418,Final Fantasy X,Main Game,Adventure | Role-playing (RPG),Drama | Fantasy | Romance | Science fiction,Single player,PlayStation 2,5.5,3236.0,True
2001,6,376,Metal Gear Solid 2: Sons of Liberty,Main Game,Adventure | Shooter | Tactical,Action | Stealth,Single player,PlayStation 2,5.5,3034.0,True
2001,7,740,Halo: Combat Evolved,Main Game,Shooter,Action | Science fiction | Warfare,Co-operative | Multiplayer | Single player | Split screen,Mac | PC (Microsoft Windows) | Xbox | Xbox 360,5.5,2736.0,True
2001,8,281,Return to Castle Wolfenstein,Main Game,Shooter,Action | Fantasy | Historical | Horror | Science fiction | Stealth,Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows) | PlayStation 2 | Xbox,5.5,1403.0,True
2001,9,2261,Gothic,Main Game,Adventure | Role-playing (RPG),Action | Fantasy | Historical | Open world | Stealth,Single player,PC (Microsoft Windows),5.5,1315.0,True
2001,10,134,Devil May Cry,Main Game,Adventure | Hack and slash/Beat 'em up,Action | Fantasy,Single player,PlayStation 2,5.5,1123.0,True
2001,11,1528,Jak and Daxter: The Precursor Legacy,Main Game,Adventure | Platform | Racing,Action | Comedy | Open world | Science fiction,Single player,PlayStation 2 | PlayStation 4,4.0,973.0,True
2001,12,7170,Ico,Main Game,Adventure | Platform | Puzzle,Action | Drama | Fantasy,Single player,PlayStation 2,5.5,887.0,True
2001,13,341,Harry Potter and the Sorcerer's Stone,Main Game,Adventure | Platform | Puzzle,Action | Fantasy,Single player,PlayStation,5.5,868.0,True
2001,14,914,Tony Hawk's Pro Skater 3,Main Game,Sport,Action | Non-fiction,Multiplayer,Mac | Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,1.0,841.0,True
2001,15,2485,Luigi's Mansion,Main Game,Adventure,Action | Comedy | Horror,Single player,Nintendo GameCube,5.5,811.0,True
2002,1,733,Grand Theft Auto: Vice City,Main Game,Adventure | Arcade | Racing | Shooter,Action | Comedy | Open world | Sandbox,Single player,Mac | PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | Xbox,4.0,9256.0,True
2002,2,132,Warcraft III: Reign of Chaos,Main Game,Real Time Strategy (RTS) | Strategy,Fantasy | Warfare,Multiplayer | Single player,Mac | PC (Microsoft Windows),2.0,4906.0,True
2002,3,39,Mafia,Main Game,Adventure | Fighting | Racing | Shooter,Action | Open world | Stealth,Single player,PC (Microsoft Windows) | PlayStation 2 | Xbox,4.0,4534.0,True
2002,4,1033,The Legend of Zelda: The Wind Waker,Main Game,Adventure | Puzzle,Action | Fantasy,Single player,Nintendo GameCube,5.5,3124.0,True
2002,5,1105,Metroid Prime,Main Game,Adventure | Platform | Shooter,Action | Open world | Science fiction,Single player,Nintendo GameCube,5.5,2636.0,True
2002,6,56,The Elder Scrolls III: Morrowind,Main Game,Adventure | Role-playing (RPG),Action | Fantasy | Open world | Sandbox,Single player,PC (Microsoft Windows) | Xbox,5.5,2517.0,True
2002,7,1219,Kingdom Hearts,Main Game,Adventure | Role-playing (RPG),Action | Comedy | Fantasy,Single player,PlayStation 2,5.5,1733.0,True
2002,8,1075,Super Mario Sunshine,Main Game,Adventure | Platform,Action | Sandbox,Single player,Nintendo GameCube,5.5,1564.0,True
2002,9,324,Age of Mythology,Main Game,Real Time Strategy (RTS) | Strategy,Fantasy | Historical,Multiplayer | Single player,Mac | PC (Microsoft Windows),2.0,1404.0,True
2002,10,2262,Gothic II,Main Game,Adventure | Role-playing (RPG) | Strategy,Action | Fantasy | Horror | Open world | Stealth | Survival,Single player,PC (Microsoft Windows),4.0,1321.0,True
2002,11,748,Hitman 2: Silent Assassin,Main Game,Shooter | Tactical,Action | Science fiction | Stealth,Single player,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,5.5,1298.0,True
2002,12,910,Tom Clancy's Splinter Cell,Main Game,Shooter | Tactical,Action | Stealth,Single player,Mac | PC (Microsoft Windows) | PlayStation 2 | Xbox,5.5,1264.0,True
2002,13,1557,Pokémon Ruby Version,Main Game,Adventure | Role-playing (RPG) | Turn-based strategy (TBS),Action | Fantasy | Kids,Multiplayer | Single player,Game Boy Advance,4.0,1077.0,True
2002,14,326,Medal of Honor: Allied Assault,Main Game,Shooter,Action | Historical | Warfare,Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows),5.5,1018.0,True
2002,15,152,Star Wars: Jedi Knight II - Jedi Outcast,Main Game,Adventure | Shooter,Action | Science fiction,Multiplayer | Single player,Mac | Nintendo GameCube | Nintendo Switch | PC (Microsoft Windows) | PlayStation 4 | Xbox,5.5,963.0,True
2003,1,116,Star Wars: Knights of the Old Republic,Main Game,Adventure | Role-playing (RPG),Action | Open world | Science fiction | Stealth,Single player,Android | Mac | Nintendo Switch | PC (Microsoft Windows) | Xbox | iOS,5.5,4386.0,True
2003,2,19,Max Payne 2: The Fall of Max Payne,Main Game,Shooter,Action | Thriller,Single player,PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | Xbox | Xbox 360,5.5,3123.0,True
2003,3,621,Call of Duty,Main Game,Shooter,Action | Historical | Warfare,Multiplayer | Single player,Mac | PC (Microsoft Windows),5.5,2520.0,True
2003,4,96,Need for Speed: Underground,Main Game,Racing,,Multiplayer | Single player | Split screen,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,1.0,2471.0,True
2003,5,836,Prince of Persia: The Sands of Time,Main Game,Adventure | Platform | Puzzle,Action | Fantasy,Single player,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | Xbox,5.5,2299.0,True
2003,6,153,Star Wars: Jedi Knight - Jedi Academy,Main Game,Adventure | Shooter,Action | Science fiction,Multiplayer | Single player,Mac | Nintendo Switch | PC (Microsoft Windows) | PlayStation 4 | Xbox,5.5,1271.0,True
2003,7,482,Silent Hill 3,Main Game,Adventure | Puzzle,Action | Horror | Mystery | Science fiction | Stealth | Survival,Single player,PC (Microsoft Windows) | PlayStation 2,5.5,1257.0,True
2003,8,1341,Beyond Good & Evil,Main Game,Adventure | Puzzle | Shooter,Action | Open world | Science fiction | Stealth,Single player,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox | Xbox 360,5.5,1187.0,True
2003,9,2344,Mario Kart: Double Dash!!,Main Game,Arcade | Racing,Action | Kids,Co-operative | Multiplayer | Single player | Split screen,Nintendo GameCube,4.0,1157.0,True
2003,10,2844,The Simpsons: Hit & Run,Main Game,Adventure | Platform | Racing,Action | Comedy | Open world,Multiplayer | Single player | Split screen,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,4.0,980.0,True
2003,11,3109,Postal 2,Main Game,Adventure | Indie | Shooter,Action | Comedy | Open world,Single player,Linux | Mac | PC (Microsoft Windows),5.5,898.0,True
2003,12,2973,The Lord of the Rings: The Return of the King,Main Game,Adventure | Hack and slash/Beat 'em up,Action | Fantasy,Co-operative | Multiplayer | Single player,Legacy Mobile Device | Mac | Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,5.5,830.0,True
2003,13,649,Command & Conquer: Generals,Main Game,Real Time Strategy (RTS) | Strategy,Action | Science fiction | Warfare,Multiplayer | Single player,Mac | PC (Microsoft Windows),2.0,741.0,True
2003,14,1971,Manhunt,Main Game,Shooter | Tactical,Action | Horror | Stealth | Thriller,Single player,PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | PlayStation 4 | Xbox,5.5,719.0,True
2003,15,135,Devil May Cry 2,Main Game,Adventure | Hack and slash/Beat 'em up,Action | Horror,Single player,PlayStation 2,5.5,698.0,True
2004,1,732,Grand Theft Auto: San Andreas,Main Game,Adventure | Racing | Shooter,Action | Open world | Stealth,Co-operative | Single player,Android | Mac | PC (Microsoft Windows) | PlayStation 2 | PlayStation 3 | PlayStation 4 | Windows Phone | Xbox | Xbox 360 | iOS,4.0,11889.0,True
2004,2,233,Half-Life 2,Main Game,Shooter,Action | Horror | Science fiction,Single player,Android | Linux | Mac | PC (Microsoft Windows) | PlayStation 3 | Xbox | Xbox 360,5.5,10117.0,True
2004,3,379,Metal Gear Solid 3: Snake Eater,Main Game,Adventure | Shooter | Tactical,Action | Drama | Fantasy | Historical | Stealth | Survival,Single player,PlayStation 2,5.5,3762.0,True
2004,4,123,World of Warcraft,Main Game,Adventure | Role-playing (RPG),Action | Fantasy | Open world | Warfare,Massively Multiplayer Online (MMO) | Multiplayer,Mac | PC (Microsoft Windows),4.5,2666.0,True
2004,5,97,Need for Speed: Underground 2,Main Game,Racing,Action,Multiplayer | Single player | Split screen,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox,2.0,2583.0,True
2004,6,118,Star Wars: Knights of the Old Republic II - The Sith Lords,Main Game,Adventure | Role-playing (RPG) | Strategy | Turn-based strategy (TBS),Action | Open world | Science fiction,Single player,Android | Linux | Mac | Nintendo Switch | PC (Microsoft Windows) | Xbox | iOS,4.0,2442.0,True
2004,7,986,Halo 2,Main Game,Shooter,Action | Science fiction | Warfare,Co-operative | Multiplayer | Single player | Split screen,PC (Microsoft Windows) | Xbox | Xbox One,5.5,2049.0,True
2004,8,11,Vampire: The Masquerade - Bloodlines,Main Game,Role-playing (RPG),Action | Fantasy | Horror | Open world | Thriller,Single player,PC (Microsoft Windows),5.5,1839.0,True
2004,9,3349,Paper Mario: The Thousand-Year Door,Main Game,Adventure | Role-playing (RPG),Action | Comedy | Fantasy | Science fiction,Single player,Nintendo GameCube,5.5,1658.0,True
2004,10,306,Far Cry,Main Game,Shooter,Action | Science fiction,Multiplayer | Single player,PC (Microsoft Windows),5.5,1628.0,True
2004,11,224,The Sims 2,Main Game,Role-playing (RPG) | Simulator | Strategy,Comedy | Fantasy | Romance | Sandbox,Single player,Mac | PC (Microsoft Windows),4.0,1627.0,True
2004,12,837,Prince of Persia: Warrior Within,Main Game,Adventure | Hack and slash/Beat 'em up | Platform,Action,Single player,Nintendo GameCube | PC (Microsoft Windows) | PlayStation 2 | Xbox | iOS,5.5,1611.0,True
2004,13,3278,Garry's Mod,Main Game,Indie | Simulator,Sandbox,Co-operative | Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows),1.0,1386.0,True
2004,14,280,Doom 3,Main Game,Shooter,Action | Horror | Science fiction | Survival,Co-operative | Multiplayer | Single player,Linux | Mac | PC (Microsoft Windows) | Xbox,5.5,1311.0,True
2004,15,1035,The Legend of Zelda: The Minish Cap,Main Game,Adventure | Puzzle,Action | Fantasy,Single player,Game Boy Advance | Nintendo 3DS | Wii U,5.5,1300.0,True
