part_no,custom_id,appid,name,model,chunk_request_number,chunk_size
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1184010,Monsters Mall,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1193430,Vapormaze,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1193510,Antarctic Heritage Trust,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1218580,Zerograve,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1219860,Monster Girls You-ki Chan,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1226250,"Synthesis: Mind, Body, and Soul",gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1228910,Ragdoll Party Online,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1232140,Blue Drifter,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1236040,Mahasona,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1252040,Dreamstate Racing,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0076-ranks-34751-34800,1254930,Rain Island,gpt-5.4-mini,76,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1267270,Yumeutsutsu Re:Idol,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1272340,Escape to Sidious,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1272450,Mahjong Deluxe,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1278880,DeLight: The Journey Home,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1283370,"A Painter's Tale: Curon, 1950",gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1289690,Midsummer Night,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1290200,Beautycopter,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1293900,NOMAD,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1298020,Syzygy,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1309290,Shadow of Valhalla,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1310120,Elliot,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1333190,Rescue Team: Danger from Outer Space!,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1336420,Breaking Lockdown,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1338830,最后的大法师 光明之旅(Last Archmage Journey of Light),gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1340570,Golf On Mars,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1358260,Conqueror 940 AD,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1361660,Alas Astra,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1365600,REPTRAILS,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1366610,Fox Simulator,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1368960,Fishing Sim World: Bass Pro Shops Edition,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1372430,Spells and Fellas,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1372700,Off The Chains Disc Golf,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1373110,Reflect Horizons,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1377560,К.О.Р.О.В.А.Н.Ы | Симулятор Грабежа Корованов,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1380970,Sklime - A Difficult Climbing Adventure,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1384790,D100 Dungeon Computer Companion,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1394420,Dallen Clicker Ultimate,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1401970,Galaxy Kart VR,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1406260,Bram The Toymaker,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1425370,Razenroth 2,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1426230,It's Not About The End,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1427640,All-Time Battle,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1443300,Martha,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1458090,Hapland Trilogy,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1459930,Just Take Your Left,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1463010,Tank Mechanic Simulator VR,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1474390,Broken : Paranormal investigation,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1483330,Dice Rollers,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1487320,Astro Sentai Jarbonder,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1505430,Inversion,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1507790,Witch Strandings,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1514000,Anime Holidays,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1516350,Textreme 2,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1516680,De'Vine: Heavenly Acres,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1517240,CHESS with LASERS,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1532350,Rogue Explorer,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1563970,Surviving West,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1584190,Hungry Dino,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1589010,Newton's Life at Home - Pixel Art Jigsaw Puzzle,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0077-ranks-34801-34850,1612730,GunFu Fighter,gpt-5.4-mini,77,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1626040,Dog_Fox_Bunny,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1661240,Bubble Shooter FX,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1676150,Endless Boss Fight,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1679830,Chernobyl inferno,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1681010,Go! Go! PogoGirl,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1684330,VGL: Imperative,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1690270,Amazing Superhero Squad,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1705150,SKULL CHAINZ,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1708200,On Your Hands,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1715970,ZEE.END,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1716910,Foot Massage,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1728680,Legendary Tales: Stolen Life Collector's Edition,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1731410,Monastery,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1733660,Lawnmower Game: Battle,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1735850,Mission 1985,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1743010,One Last Memory,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1746620,Where is Paradise ?,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1751270,GunsBox VR,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1753370,Superfluous Returnz,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1756150,SCP: Keter,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1766200,Apocalich,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1783750,Winds & Leaves,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1787600,Dark Forest: The Horror,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1804020,HERO'S PARTY R,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1849760,Siege of Treboulain,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1858900,Stardust Exile,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1866110,Anime Gas Station,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1871770,Wild Frontier,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1873440,I Am Two People,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1889100,Foot Odor Girl,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1895950,Doki Doki House,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1898640,Dark Journey,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1904650,Dungeons & Dragons - Stronghold: Kingdom Simulator,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1937230,Shatter Remastered Deluxe,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1960930,The Lab - Escape Room,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1968570,The Quintessential Quintuplets OMOIDE VR ~ITSUKI~,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1969820,Legacy of Sin: Blood Oath,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1976100,Survivor Cells,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1983330,Exorcist,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1997070,"HEN, CHICKS AND CATS",gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,1998390,Road Trip,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2001110,Roguematch : The Extraplanar Invasion,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2013870,Idle Hero,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2023010,Truxton 2,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2027560,Valkyrie Champions,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2056970,Animal Wish,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2057690,Schmaragon,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2063870,bloody lonely cold,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2072110,Hop Step Sing! VR Live Hop☆Summer 2nd,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0078-ranks-34851-34900,2101630,Coins Collector Sport Car,gpt-5.4-mini,78,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2104310,Public Land Hunter,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2112210,Ensora,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2126630,The Fantastic Kitty Rue,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2127100,Grappling Dash,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2142260,Mercenaries Wings: The False Phoenix,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2143420,Chasing the Unseen,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2145530,Moonflower,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2150300,SGS We The People,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2169570,The Lost Legends of Redwall: The Scout Anthology,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2186780,The Heart of the Teddy Bear,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2202750,Hardhat Wombat,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2206490,Ruined Kingdom,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2249440,We Are Not Alone,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2250790,東方幻想魔録W ～ The Devil of Decline,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2253660,Hotloop,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2268040,Tracadie Bird Shit,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2280510,Side Scape,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2289780,Unstoppable,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2299620,Core Crossing,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2299930,Fiz and the Rainbow Planet,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2331710,Sky Survivors,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2335370,Virvius,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2341410,Wizard's Way Out,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2346140,I commissioned some frogs,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2348380,Niels Penguin Adventure,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2374090,Asterix & Obelix: Heroes,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2380220,Materialization of memories,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2391040,Teacher Certification Hell,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2417840,이세계메이드,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2438290,Hanctt Origins,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2441630,The Necromancer Cometh! TD,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2459190,Last Signal,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2462810,Ligo,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2474830,Guns of Succubus 2,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2478330,Barbie Project Friendship,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2511780,Vestiges: Fallen Tribes,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2514470,My Mundane Life Is Threatened by the Tropes of an RPG!!!,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2541740,The Hallway - Escape Room,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2588240,Thunder Jumper,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2593580,Village,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2598340,A Night On The Farm,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2603230,Little Scavenger,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2606550,Farmer Survivors,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2620590,Marron's Day,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2636310,Grønland,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2656520,Mycelium Heaven,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2667980,Genotype,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2675820,Undead City,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2679650,She Could Fly: Documentary Escape Game,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0079-ranks-34901-34950,2696140,Nothing DOG,gpt-5.4-mini,79,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2698560,Hotel in the Dark,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2699340,Mia's Hunt,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2703720,Bobos FunZone,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2712740,Nomad Defender,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2715930,Songs of the HMong,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2716690,Liquidum,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2723880,Notes To Myself,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2746220,Popmoji,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2780140,Sauna of the DEAD,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2781740,Cow Life Sim RPG,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2786020,Vindefiant,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2793980,Shotengai 10,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2804610,Tails of Glimmervale,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2834370,15th Floor,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2851110,Golden Warden,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2888540,Absolute-Full-Life,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2898750,BobasQuest,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2901340,Shush,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2916460,Speedway Survival,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2921380,Caribbean Crashers,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2940040,Trolls vs Vikings: Reborn,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2963720,The Memory Thieves,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2988080,siMarket Supermarket Simulator,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,2994150,Konfronto,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3001780,Water: Transformer,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3028170,NightGhast,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3056110,Calm Skies: The Wingsuit Flying Experience,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3061910,Pirate Hunter,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3095270,Broken War,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3095890,Mechanines Tower Defense,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3096000,Last Half of Darkness,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3101620,Electric Fairyland,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3105620,Everseeker: Little Critters,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3134280,Piczle Cross: Rune Factory,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3144950,Pet Lands,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3226220,作为游戏和诗歌的世界,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3269300,Secret Cats - Spooky,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3303010,Katana Dragon,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3333460,No Space For All,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3358560,Hardware Store Simulator,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3358680,Salvage Protocol,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3367000,Threads of Karma,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3396600,Gun Reflex VR,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,3425880,The Noble Quran,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,46790,Armada 2526,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,208710,Colour Bind,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,268340,High Strangeness,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,317920,Hills Of Glory 3D,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,327210,Cheesecake Cool Conrad,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0080-ranks-34951-35000,332880,DSY: Don't Shoot Yourself,gpt-5.4-mini,80,50
7,steam-v006-rest54mini-part_007-chunk-0081-ranks-35001-35050,339720,Debugger 3.16: Hack'n'Run,gpt-5.4-mini,81,50
7,steam-v006-rest54mini-part_007-chunk-0081-ranks-35001-35050,346440,Musclecar Online,gpt-5.4-mini,81,50
7,steam-v006-rest54mini-part_007-chunk-0081-ranks-35001-35050,353790,Spud!,gpt-5.4-mini,81,50
7,steam-v006-rest54mini-part_007-chunk-0081-ranks-35001-35050,358330,Pharaoh's Tomb,gpt-5.4-mini,81,50
7,steam-v006-rest54mini-part_007-chunk-0081-ranks-35001-35050,361430,The Little Crane That Could,gpt-5.4-mini,81,50
